,target
2998,True
2999,False
3000,False
3001,False
3002,True
3003,True
3004,True
3005,False
3006,False
3007,False
3008,False
3009,True
3010,False
3011,True
3012,False
3013,False
3014,False
3015,False
3016,False
3017,True
3018,True
3019,False
3020,True
3021,False
3022,True
3023,False
3024,False
3025,False
3026,False
3027,False
3028,False
3029,False
3030,True
3031,False
3032,False
3033,False
3034,False
3035,False
3036,False
3037,False
3038,True
3039,True
3040,False
3041,False
3042,False
3043,True
3044,True
3045,False
3046,False
3047,False
3048,True
3049,False
3050,False
3051,False
3052,False
3053,False
3054,True
3055,True
3056,True
3057,False
3058,True
3059,True
3060,False
3061,False
3062,False
3063,True
3064,True
3065,True
3066,False
3067,True
3068,True
3069,False
3070,False
3071,False
3072,True
3073,False
3074,False
3075,False
3076,False
3077,False
3078,False
3079,False
3080,False
3081,True
3082,False
3083,False
3084,False
3085,False
3086,False
3087,False
3088,True
3089,False
3090,True
3091,False
3092,False
3093,False
3094,False
3095,True
3096,False
3097,False
3098,False
3099,True
3100,True
3101,False
3102,True
3103,True
3104,True
3105,False
3106,True
3107,False
3108,False
3109,False
3110,False
3111,False
3112,False
3113,False
3114,False
3115,True
3116,False
3117,False
3118,False
3119,False
3120,False
3121,False
3122,False
3123,False
3124,False
3125,False
3126,False
3127,True
3128,False
3129,False
3130,False
3131,False
3132,True
3133,True
3134,False
3135,False
3136,False
3137,True
3138,True
3139,False
3140,False
3141,False
3142,False
3143,False
3144,True
3145,False
3146,True
3147,False
3148,False
3149,True
3150,True
3151,False
3152,True
3153,False
3154,False
3155,False
3156,False
3157,False
3158,True
3159,False
3160,True
3161,False
3162,False
3163,False
3164,False
3165,False
3166,False
3167,True
3168,True
3169,False
3170,True
3171,True
3172,False
3173,False
3174,False
3175,False
3176,False
3177,False
3178,False
3179,False
3180,False
3181,True
3182,True
3183,True
3184,False
3185,True
3186,True
3187,False
3188,True
3189,False
3190,False
3191,False
3192,False
3193,False
3194,False
3195,False
3196,False
3197,False
3198,False
3199,True
3200,True
3201,False
3202,False
3203,False
3204,False
3205,False
3206,False
3207,False
3208,True
3209,True
3210,True
3211,False
3212,False
3213,False
3214,False
3215,True
3216,True
3217,False
3218,False
3219,False
3220,False
3221,True
3222,False
3223,False
3224,False
3225,True
3226,False
3227,False
3228,False
3229,False
3230,False
3231,False
3232,True
3233,False
3234,False
3235,False
3236,False
3237,True
3238,False
3239,False
3240,True
3241,False
3242,True
3243,False
3244,False
3245,True
3246,False
3247,True
3248,True
3249,True
